label,text
Positive,Mereka terlatih dalam bidang yang lebih tinggi di mana melayakkan mereka (apabila keluar) menjadi jurutera dan sebagainya
Positive,Jasa dan pengorbanan mereka tidak ternilai kerana sentiasa terdedah dengan kecederaan serta risiko kehilangan nyawa setiap kali keluar ke tempat kecemasan dalam menyelamatkan nyawa dan harta benda orang awam
Positive,"Orang muda datang dengan rela hati tanpa mengharapkan imbuhan, berkumpul dengan aman tanpa kekacauan atau kerosakan"
Neutral,"Kamu akan terkejut dengan harga barangan di mana seperti di Kapit, Belaga, di Sabah, Sarawak"
Negative,"Apabila berlaku kenaikan gaji, para peniaga akan mengambil peluang untuk menaikkan harga barangan"
Positive,Malaysia dengan tegas percaya bahawa Pertubuhan Bangsa Bersatu (PBB) memainkan penting sebagai platform bagi kerjasama antarabangsa berdasarkan prinsip saling menghormati dan undang-undang antarabangsa
Neutral,"Semua geran ini diperolehi dengan menjejaki nombor-nombor geran hak milik, yang seterusnya membolehkan saya membeli setiap geran yang bernilai RM30 setiap satu"
Negative,"Menurut statistik yang dikeluarkan Trading Economics menunjukkan, hutang rakyat Malaysia adalah 84.6 peratus berbanding KDNK iaitu RM1.144 trilion"
Negative,Sukan sering dicalar pelbagai perkara yang bak kata 'kerana nila setitik rosak susu sebelanga'
Neutral,Kami tidak akan memaksa pelajar menghadiri program Harapan termasuk tidak menghalang pelajar-pelajar untuk menyertai program BN.
Negative,"Kalau kita berpecah maka mundurlah Johor,"
Negative,"Ramai orang kita, walaupun dalam perkhidmatan awam, tidak boleh menulis surat ringkas"
Neutral,"Kita sedia maklum, ini bukannya temu bual yang dibuat secara berhadapan."
Positive,Saya juga telah berpesan kepada agensi pelaksana supaya projek yang dijalankan mengikut spesifikasi yang ditentukan agar tidak ada isu-isu yang boleh menimbulkan rasa tidak puas hati dalam kalangan rakyat
Negative,Takkan dia tak tahu?
Positive,untuk menaikkan semangat dan menyokong kepemimpinan.
Negative,mempunyai banyak helah dalam poketnya. Kita hanya menunggu dan lihat apa yang ingin dilakukannya
Positive,"Sehubungan itu, JPN sudah mengemukakan permohonan pengesahan status kewarganegaraan subjek dengan negara berkenaan dan akan menjalankan tindakan selanjutnya mengikut perundangan dan prosedur berkuat kuasa sebaik sahaja bukti diperoleh"
Positive,"Saya tak marah mereka, cuma buat kenyataan sebagai sebahagian daripada parti komponen BN. "
Neutral,"Saya tak tahu PKR nak letak siapa di Pandan tapi berdasarkan demografi dan semua faktor, sesiapa sahaja calon ditempatkan pasti akan menang"
Positive,"Kita tak akan mengalah, lawan tetap lawan"
Negative,"Ia bukan lagi Umno, ia adalah parti Najib, dia telah merampasnya"
Positive,"Di Sarawak kita ada perusahaan gula apong yang diusahakan penduduk setempat, dan pasarannya kini semakin meluas"
Positive,"Cadangan saya mudah saja, semua pihak harus bertemu bukan sekadar menghentam dan kita bina persepsi yang (baik)"
Positive,Kita amat teruja dengan sokongan hebat orang muda dalam mendukung aspirasi BN bagi memastikan negara terus maju aman dan makmur
Positive,"JR Arau sudah menemui 90 peratus pengundi di bahagian ini dan 1,300 JR kita sudah bersiap siaga untuk Parlimen dibubarkan pada bila-bila masa"
Positive,Kemajuan yang ada juga dapat membuka peluang kepada usahawan muda untuk membuka minda serta pendedahan berguna kepada perniagaan mereka supaya lebih inovatif.
Positive,Masih ada seribu cara untuk berkhidmat dan berbakti kepada rakyat
Negative,Tindakan OKS ini seolah-olah tidak menghormati 2 pemimpin negara dan boleh memberi imej buruk kepada mereka
Positive,yakin mampu menawan pengundi bagi kedua-dua kerusi dipertandingkan dan berpotensi menjadi calon pilihan kerana percaya pengundi semakin bijak menilai calon yang benar-benar layak.
Neutral,"Mereka hanya diberikan uniform setiap seorang, dan diberikan baton kayu sebagai senjata"
Positive,Kita yakin pengundi Permatang Pauh akan terus beri sokongan pada PKR
Positive,tiada yang berhak menentukan pendirian seseorang untuk memilih sesiapa pemimpin seterusnya.
Positive,"Sebagai pesara polis dan kini anggota RELA, saya tidak pernah gentar berhadapan musuh (pengganas Kiram) yang cuba mengganggu keamanan dan kestabilan bumi merdeka ini"
Positive,"Sekarang ini, kira-kira 53,000 pelancong datang ke Kiulu setiap tahun dan saya harap jumlah itu akan cecah 100,000 kerana kerajaan akan terus membuat pelaburan dalam pembangunannya"
Positive,Kami semua bersatu hati
Neutral,"Beli lebih awal, jangan beli satu dua hari nak terbang, memang harga agak mahal. "
Neutral,"Apa yang jelas, faktor keperibadian seseorang pemimpin itu bukanlah satu-satunya faktor penyebab yang boleh mempengaruhi pilihan pengundi"
Positive,Saya memuji pendirian tegas beliau (Ungern-Stenberg) di atas isu ini selain menghargai usaha lestari Indonesia
Negative,"Bagaimanapun, penerangan daripada KWSP melalui kenyataan yang menyanggah dakwaan SR itu tidak cukup bagus."
Positive,"Mereka bertindak sebagai benteng kedua untuk memastikan kawasan belakang selamat,"
Positive,"Kalaupun tidak terpilih, mereka menaruh harapan agar anak-anak pula dipilih sebagai calon bagi meneruskan legasi wakil rakyat di kawasan itu"
Neutral,Bagaimanapun itu hanya nama yang diangkat dan keputusannya bergantung kepada PRU-14 selain dibuat pucuk pimpinan parti.
Positive,Kami mohon geran padanan sebagai usaha membawa pembangunan seimbang untuk peneroka Felda
Positive,Kita tidak mampu untuk bergerak sendirian kerana kita memerlukan sokongan masyarakat setempat bagi memastikan isu seperti ini dapat ditangani
Positive,"mungkin daripada segi dasar kerajaan mahu buat pengkhususan dalam aspek hukuman atau dalam aspek bayaran pampasan, itu semua kita kena kaji"
Neutral,Pada kebiasaannya BN akan meletakkan calon lain bagi kerusi Dun dan Parlimen untuk memaksimumkan wakil rakyat yang ada
Neutral,"Walaupun tiang bendera yang digunakan diperbuat daripada buluh, ia tetap berisiko untuk terkena renjatan"
Negative,Ia juga menambah beban pekerja pembersihan untuk membuang sampah yang tersangkut di jaring
Positive,"Parti yang inginkan kerusi tersebut kena tunjuk (mereka) boleh menang, kemampuan dari segi jentera, calon dan pengundi (di situ) kenal parti tersebut"
Positive,Ia juga akan memainkan peranan penting dalam mengekalkan daya saing Malaysia dalam sektor penerbangan di peringkat global.
Positive,Ia diukur satu per satu berdasarkan kebolehan murid
Neutral,"Walhal pengadu itu telah membuat pembayaran berjumlah RM260,000 melibatkan seramai 64 ah long."
Positive,"Kita mesti buat dasar-dasar yang berasaskan satu visi dan gagasan yang besar bagi mengisi impian, hasrat, cita-cita dan memberi harapan kepada orang muda"
Neutral,Kita telah cuba (untuk dapatkan kelulusan buat kajian terhadap ketum) beberapa tahun yang lalu
Positive,"Jika sebelum ini kita selesa bergerak dalam ‘gear’ satu dan dua, tapi menjelang 60 hari PRU14, saya harap jentera Pas beralih kepada ‘gear’ empat dan ‘lima’."
Neutral,Bukan kita menghalang permintaan rakan-rakan dalam HARAPAN...Faktor calon juga diambil kira
Positive,"Kalau hari ini kita (BN) menang, esok Stadium Shah Alam diserahkan balik kepada The Red Giants"
Positive, jadi jangan salahkan ROS bila parti mereka susah mendapat kelulusan pendaftaran
Positive,"Bila Pas buat cadangan itu juga boleh nampak kekuatannya kerana dengan ada sumpah baiah (talak tiga) pun masih ada orang keluar, bila gugur ini boleh lihat keikhlasan ahli untuk bersamanya"
Positive,"“Sebagai pengedar Proton, kita tidak boleh menjual kereta kepada (ahli) Persekutuan Persatuan Hokkien dengan diskaun khas ini…ia ‘bypass’ pengedar, sebaliknya terus kepada Proton"
Negative,"semua pihak termasuk pemimpin dan penyokong parti politik serta calon-calon yang bertanding diminta untuk mematuhi undang-undang, peraturan, tataetika dan arahan-arahan yang dikeluarkan dari semasa ke semasa oleh SPR, PDRM atau pihak berkuasa yang lain. SPR berharap semua aktiviti berkempen pada PRU14 akan berjalan dengan lancar serta tidak mengganggu ketenteraman awam dan keselamatan negara."
Negative,Pembangkang tidak boleh berikan anda hak anda bawah Perjanjian Malaysia 1963 tetapi kami sedia menyerahkan hak yang mungkin secara tidak sengaja terambil daripada kerajaan negeri.
Positive,"""Pemeliharaan khazanah alam harus dipertingkatkan dari tahun ke tahun dan diberi keutamaan oleh semua pihak sama ada di peringkat kerajaan negeri, swasta dan sebagainya"
Positive,Dakwaan itu tidak tepat dan isu itu sengaja digunakan sebagai permainan politik parti pembangkang
Positive,Kerajaan Persekutuan janji untuk pertimbangkan bantuan RM500 kepada mangsa banjir di negeri ini.
Neutral,"Proton dan Perodua misalnya kelihatan mengekalkan tanda harga yang ada, tetapi dengan tambahan ciri keselamatan dan kelengkapan lainnya sebagai nilai tambah"
Neutral,"Mereka menyedari kejadian itu, tetapi ini adalah kriteria untuk mereka membuat keputusan"
Negative,"Maklumat ini yang sebenarnya bersifat serba tidak pasti terutama di media sosial yang tertutup seperti WhatsApp dan juga di media sosial terbuka seperti Facebook, Twitter dan Instagram."
Positive,"Satu perkara yang tidak harus dikompromikan oleh orang Bumiputera Islam ialah asas perlembagaan iaitu Islam agama persekutuan, Bahasa Melayu bahasa kebangsaan, kedaulatan raja-raja Melayu, hak istimewa dan hak kerakyatan."
Negative,Amat bodoh sekali jika mereka harap rakyat kini akan mempercayai apa yang mereka katakan
Negative,Apa yang dapat saya katakan adalah Mukhriz dan Mahathir sama saja.
Neutral,pemilik alamat-alamat tersebut juga tidak mengetahui dan mengenali individu-individu yang dinyatakan itu
Neutral," Jadi selepas ini nanti saya akan pastikan, saya periksa dulu, boleh ke tidak."
Positive,Jangan ada yang jadi musang berbulu ayam kerana hari ini disebabkan kelahiran parti Bersatu telah cuba memperalatkan seorang dua dengan umpan wang ringgit untuk haru biru jentera parti dengan isu tak sepatutnya
Positive,Kawasan bandar yang majoriti Melayu pula Pas mungkin ada peluang.
Neutral,Fungsi ini sama seperti sistem digunakan Uber dan Grabcar
Negative,turut bertindak menanggalkan bendera parti yang dipasang di sekitar kawasan itu selain menutup bilik gerakan.
Positive,Sudah  tiba masanya untuk Mukhriz berhenti memutarbelitkan fakta dengan sengaja untuk menyelamatkan dirinya dan tampil bersih
Positive,Kita serahkan pada pengundi untuk buat penilaian tapi saya rasa pengundi Permatang Pauh bijak buat keputusan dan mereka dah lama beri sokongan kuat pada PKR
Negative,Kekurangan 50 peratus tenaga buruh pada ketika ini akan memberikan kesan besar kepada produktiviti Keluaran Dalam Negara Kasar (KDNK) membabitkan kawasan Cameron Highlands yang terkenal dengan sumber ekonomi berasaskan pertanian dan pelancongan
Positive,Mereka harus tunjukkan komitmen.
Neutral,Saya berjumpa Menteri Besar Selangor kali kedua pada majlis hari raya tahun lalu dan bertanya perkara sama
Positive,Soalan saya kemukakan kepada Najib tapi dia tak jawab
Neutral,Tapi sebaliknya melalui panggilan telefon.
Neutral,"Semasa ucapan saya dalam pertemuan dengan penduduk Rembau di Padang Paroi, saya memberikan pandangan terhadap keberadaan pemimpin MCA dalam majlis berkenaan."
Positive,"Bagi kita, kita memilih calon yang orang suka, bukan kita suka dan perkara ini saya sudah maklumkan kepada Presiden MCA dan MIC"
Positive,"Sepatutnya tak payah fikir politik kalau sudah tua bangka, nak dekat mati ini"
Positive,Sandakan mempunyai persekitaran yang aman dan tenang. Udaranya masih segar dan tidak banyak kesesakan trafik buat masa ini
Positive,"Malah, antara manifesto kami juga adalah menurunkan umur mengundi kepada 18 tahun."
Negative,Masih ada dalam kalangan rakyat Malaysia yang menganggap kanser adalah suatu hukuman mati serta takut menjalani pemeriksaan atau saringan dan menyatakan ‘lebih baik tidak tahu’
Positive,"Bagi Malaysia, negara ini perlu mempunyai pendekatan individu berasaskan tahap industri pada ketika ini"
Positive,"Oleh itu, menjadi tanggungjawab pemimpin KRT juga untuk menangani berita palsu dan bohong dengan menyampaikan maklumat sebenar atas setiap isu yang dibangkitkan"
Positive,"Moratorium mungkin bukan langkah yang baik kerana sudah ada lebih 200,000 dari mereka yang bekerja di Malaysia"
Positive,"Sehingga kini kita telah berjaya menarik pelabur ke TRX seperti HSBC Bank Malaysia Bhd yang bakal membina ibu pejabat terbesar di Asia Tenggara selain Prudential, Affin Bank Berhad, Lembaga Tabung Haji dan banyak lagi"
Neutral,Saya telah baca laporan tersebut dan sah memang berlaku kecuaian di pihak kontraktor pembersihan dan pengurusan sekolah.
Negative,Ini adalah satu hipokrisi
Positive,"Malah, konsep turun padang dilaksanakan sebelum ini untuk menemui masyarakat di Simpang Renggam yang diamalkan sejak sekian lama turut menjadi asas kekuatan sokongan masyarakat terhadap BN"
Positive,"Nampaknya Umno pula yang nak berkawan dengan kita, kalau demi kepentingan Islam tak ada masalah."
Neutral,Ia mustahil untuk menang dalam PRU tanpa bertanding di bawah logo parti politik. 
Positive,"Sekarang, kita serah kepada polis untuk melakukan siasatan penuh berhubung perkara ini"
Neutral,Belum ada formula yang ditetapkan
Positive,"Penempatan Pegawai Perubatan di K1M, membabitkan penambahan perjawatan anggota sokongan, khususnya di bahagian farmasi."
Negative,Saya fikir dia akan dipenjara
Negative,Kes hudud pun tidak selesai jadi jangan buang masa
Positive,Ia juga berbekal bukti dan fakta dengan isu terpilih bagi meyakinkan pengundi kenapa mereka perlu tolak kerajaan Pakatan Harapan (PH).
Positive,Orang ramai dinasihatkan agar sentiasa waspada serta berhati-hati dan menyemak kesahihan tawaran-tawaran seperti ini dengan menghubungi pihak kementerian atau jabatan berkaitan melalui saluran komunikasi rasmi
Negative,Tidak mustahil ia juga akan jadi ikutan kepada orang lain untuk menghina bangsa lain pula untuk dijadikan alat bagi mempopularkan diri mereka
Neutral,"Sehingga hari ini, selain dakwaan asas yang terkandung dalam tuntutan sivil itu, DoJ belum mengemukakan sebarang bukti kukuh bahawa Jho Low ialah pemilik sebenar kapal mewah itu ataupun ia dibeli menggunakan dana daripada 1MDB"
Positive,Kerajaan juga memperuntukkan subsidi kesihatan yang tinggi setiap tahun
Neutral,Mahkamah membenarkan kami mencabar JPPM dan menetapkan 15 Mac.
Negative,Mereka yang buat aduan tak faham
Positive,"Justeru, kepercayaan itu perlu diterjemah kepada kerja keras untuk membantu masyarakat Cina."
Positive,Sebab itu kita memberi peluang kepada pemandu teksi untuk berhijrah.
Positive,Kita bukan nak wujudkan suasana negatif dalam perkara ini  tapi atas kesedaran akar umbi kami berhak untuk bersuara
Negative,"Kecurian, penyeludupan memang berlaku dan dilakukan penjenayah dari negara jiran, sampaikan kalau buat kerja kat ladang, kami tak boleh tinggal barang, kalau tak habis hilang."
Negative,Dia tak pernah peduli untuk beri jalan raya yang sangat diperlukan kepada rakyat.
Positive,Takkanlah kerajaan nak benarkan mereka mengundi
Negative,"walaupun dengan kelebihan struktural seperti persempadanan semula yang memihak kepada BN, persaingan antara dua gabungan politik itu masih sengit dan terbuka."
Positive,"Keadaan sekarang, Alhamdulillah sudah selesai, tidak ada apa-apa. Dalam kampung juga aman, cuma ada yang datang bertanya khabar sahaja. Mungkin semua sibuk tumpu pilihan raya"
Negative,"Ini bukan sahaja untuk orang India, tetapi semua rakyat Malaysia yang hidup sebagai setinggan"
Positive,"Mengambil contoh sepanjang pemerintahan Pas di beberapa negeri sebelum ini, walaupun peruntukan negeri disekat oleh kerajaan pusat, namun masih boleh mentadbir dengan baik."
Neutral,tetapi bergantung kepada bagaimana ia akan diselesaikan dan bagi saya ia memerlukan perancangan kewangan yang sangat berkesan dalam tempoh 10 tahun dan hutang-hutang 1MDB juga adalah hutang jangka pendek
Negative,"Anak-anak kita menjadi bahan uji kaji dan akhirnya tubuh mereka lebih awal bongkok sebelum usia kerana beban yang dibawa, bukan sekadar beban pemikiran, tetapi beban buku yang membongkokkan mereka."
Positive,Jadi mereka (Mavcom) sedang merangka kajian tersebut untuk bekerjasama dengan pihak industri untuk mengurangkan kadar keuntungan yang mungkin kita akan turunkan kepada kadar sewajarnya
