label,text
Positive,"Jika (bekas pengerusi Felda) Tan Sri Isa Samad ditahan dan diambil keterangan oleh Suruhanjaya Pencegahan Rasuah Malaysia (SPRM), mungkin SPRM selepas ini perlu memanggil Shahrir kerana hak milik bagi lot terbesar tanah dipindahkan ketika beliau sudah menjadi pengerusi"
Positive,"Saya bersedia pada bila-bila masa adakan perdebatan itu, terserah kepada beliau untuk tentukan tempat, tarikh dan masa"
Neutral,Forum ini sebenarnya boleh dilihat sebagai kesinambungan daripada siri perbincangan yang telah diadakan saban tahun. 
Positive,Rakyat Malaysia sentiasa terpilih
Positive,Kami dapat sahkan kedua-dua pihak sudah perolehi keputusan secara baik dan sulit.
Positive,"Kita menegaskan kita tidak akan mengulangi langkah itu, dengan meyakini meskipun akan ada turun naik dalam tempoh jangka pendek"
Positive,Latihan dan pendedahan (diterima) oleh Wan Saiful dan Maria Chin Abdullah dalam pergerakan sosial akan membolehkan mereka menjadi lebih proaktif dalam menangani isu
Positive,"Setakat ini keperluan logistik seperti kenderaan, bot dan kemudahan lain untuk pusat pemindahan sementara (PPS) adalah mencukupi,"
Negative,Penggiat seni seperti kami susah nak cari makan dan hidup di Malaysia
Positive,"Pada dasarnya, penubuhan NTSB ini sudah dipersetujui Kabinet tahun lalu dan sekarang ini kementerian sedang menjalankan sesi libat urus dan perundingan untuk menubuhkan NTSB ini dengan jabatan dan kementerian yang terlibat dengan aspek kemalangan pengangkutan."
Positive,"BN Kota Belud akan berusaha untuk mengadakan program ini sekerap yang mungkin bergantung kepada keadaan dan kita akan menentukan lokasi berbeza bagi memberi peluang kepada penduduk yang tinggal di pedalaman Kota Belud menikmati program ini,"
Positive,"Alhamdulillah hasil pengurusan dan pelaburan baik, hari ini KWSP isytihar kadar dividen 6.90 peratus bagi Simpanan Konvensional dan 6.40 peratus bagi Simpanan Syariah"
Positive,"Malaysia telah menjadi negara satu parti selama berdekad-dekad, memberi kuasa kepada Umno melakukan persempadanan pilihan raya, dijuarai sekumpulan korporat dan jentera bagi menjana sokongan besar-besaran"
Positive,"Selain itu, kita juga berhasrat untuk mewujudkan pembelajaran abad ke-21 apabila sekolah ini siap kelak"
Positive,SMO adalah alternatif disediakan oleh kerajaan bagi individu yang mahu memproses permohonan PRA sendiri dengan kadar yang minimum
Positive,"Sejak zaman pemerintahan Penjaga Dua Kota Suci Raja Abdulaziz Al Saud, tidak pernah ada pihak bersaing dengan Arab Saudi dalam pengurusan Haramain ini."
Negative,Ini merupakan tindak balas daripada beliau selepas merasa terancam dengan pengumuman Tun Mahathir sebelum ini untuk bertanding di Pulau Langkawi
Neutral,Beliau (Shahrir) berkata pemindahan semula tanpa kos
Neutral,"Sehingga hari ini, selain dakwaan asas yang terkandung dalam tuntutan sivil itu, DoJ belum mengemukakan sebarang bukti kukuh bahawa Jho Low ialah pemilik sebenar kapal mewah itu ataupun ia dibeli menggunakan dana daripada 1MDB"
Positive,Banyak tindakan telah diambil ke atas mereka yang membuat fitnah.
Neutral,"Kecuali jika ada persempadanan semula, maka akan ada perubahan di tempat (sekolah) lain"
Neutral,"Berdasarkan dapatan tersebut, pilihan raya baru-baru ini telah melihat trend global ke arah lebih ramai Ahli Parlimen muda berusia bawah 45 tahun"
Negative,"Semasa Pilihan Raya Umum Ke-13, dakwaan tentang 40,000 rakyat Bangladesh dibawa masuk ke Malaysia bukankah berita palsu?"
Positive,Hubungan yang rapat ini penting dalam meningkatkan kebolehpasaran graduan agar dapat menepati kehendak industri selepas mereka bergraduasi
Neutral,Saya tidak peduli apa mereka tulis
Positive,Kita akan berhubung dengan pihak berkuasa Singapura hari ini bagi mengetahui benar atau tidak suspek adalah penguat kuasa di negara itu
Negative,"Atas pagar, tak mahu mengundi"
Positive,Cita-cita besar yang dirancang untuk Malaysia tidak mungkin menjadi kenyataan jika tidak ada dokongan dan sokongan sepenuhnya
Neutral,Ini menunjukkan (wartawan) akhbar itu sendiri yang menulis sebegitu rupa.
Positive,"Mereka lebih suka kita draf kenyataan akhbar, atau sertai kokus dan persidangan kecil"
Negative,Saya amat berharap kejadian seperti ini tidak akan berlaku dalam masyarakat kita yang sepatutnya telah matang
Positive,"Saya harap peluang biasiswa ini tidak dipersia-siakan oleh anak-anak kita, rebutlah peluang ini untuk melakar masa depan dan jadikanlah ia sebagai satu platform untuk menyumbang kembali kepada negara pada masa hadapan"
Positive,"Dalam kebanyakan perdana menteri, Najib adalah perdana menteri yang begitu dekat dengan rakyat, beri BR1M, jaga ekonomi baik"
Positive,Kepimpinan sekarang mewarisi perjuangan terdahulu khususnya Tuan Guru Nik Aziz yang tidak pernah keluar PAS dan meninggal (ketika berada) dalam parti
Positive,"apabila pegawai kerajaan sepatutnya dikecualikan, dibenarkan mendengar semua perbincangan politik, barulah mereka mendapat semua maklumat untuk membuat pilihan terbaik"
Positive,Pasukan kami melakukan yang terbaik untuk menyelesaikan masalah ini secepat mungkin
Positive,Dulu jurangnya begitu ketara
Positive,"Mungkin saya bukan pakar ekonomi tetapi kita membawa bersama pakar ekonomi dan mereka mendapat penjelasan, orang yang mengadu (di kalangan pembangkang lain) ini tak dapat penjelasan."
Positive,Sebab itu kita perlu berhati-hati kerana fitnah ini kesannya sangat buruk dan hukumnya haram dan berdosa kepada penyebar atau menerima bulat-bulat tanpa usul periksa
Negative,"Mereka bukan bersaing untuk pasaran lebih, mereka bersaing sesama sendiri untuk dapatkan pelanggan sama"
Neutral,Selepas itu tiada lagi pertemuan saya dengan Menteri Besar
Positive,"Proses berkenaan, perlu dilaksanakan secara berperingkat dan teratur bagi memastikan perkhidmatan terbaik sentiasa dapat disampaikan kepada rakyat"
Neutral,Pada kebiasaannya BN akan meletakkan calon lain bagi kerusi Dun dan Parlimen untuk memaksimumkan wakil rakyat yang ada
Negative,"PROTON beri tawaran tanpa perkiraan yang wajar, sekarang tak berapa kena"
Positive,"Jika kita bersama (bersatu), maka Allah SWT bersama kita, tapi kita tidak bersatu"
Positive,Bagaimanapun pemantauan akan terus dilakukan dari semasa ke semasa
Positive,Kehadiran pemerhati asing pada PRU14 dialu-alukan 
Positive,"Sepatutnya bila anda buat kajian, anda patut tahu apa sebenarnya komuniti (LGBT) ini, apa isu mereka, apa sebenarnya perbezaan komuniti LGBT ini"
Neutral,"Selepas menghadiri sesi soal jawab lisan di Parlimen pagi ini, saya di temuramah oleh wartawan The Australian"
Positive,Kerajaan sedang meneliti bukan hanya desakan daripada NGO atau pemimpin pelbagai pihak tetapi juga berdasarkan tiga elemen penting dalam penubuhan RCI Isu Memali ini
Positive,"Sekarang, kita serah kepada polis untuk melakukan siasatan penuh berhubung perkara ini"
Positive,"Jadi, saya anjurkan semua pihak termasuk pemaju perumahan supaya melaksanakan pendekatan ini."
Positive,Kawasan bandar yang majoriti Melayu pula Pas mungkin ada peluang.
Positive,Ada juga anggota Parlimen Eropah yang simpati dan mahu mengekalkan hubungan perdagangan yang baik dengan negara pengeluar minyak sawit
Neutral,"Memandang kepada situasi kini, BN mendahului kerana dalam pertandingan 3 penjuru, undi PAS ditarik oleh Amanah"
Positive,"Jadi, sehingga kami menyelesaikan siasatan, kami menasihati orang ramai supaya berhati-hati"
Positive,Begitu juga BN Jasin yang bekerja keras selepas kemenangan PRU13.
Positive,pengusaha-pengusaha kereta sewa menerima tempias daripada momentum pilihan raya apabila kebanyakan mereka menerima tempahan berganda sejak seminggu lalu daripada pelbagai pihak.
Positive,Aktiviti penguatkuasaan mereka juga dikoordinasikan dengan pihak polis supaya tindakan ini akan membawa hasil lebih baik
Negative,Puncanya tidak dapat dipastikan sama ada mereka kekurangan atau ketiadaan calon berwibawa yang berupaya membawa cabaran
Positive,"Dalam sejarah perjuangan PAS, kita tidak pernah meminta campur tangan orang luar."
Neutral,Selepas bayar (nak tutup 1MDB)?
Positive,"Mengenai pencalonan Wanita UMNO dalam Pilihan Raya Umum ke-14 (PRU-14), saya sudah berbincang panjang lebar dengan Presiden UMNO. "
Positive,Orang ramai dinasihatkan agar sentiasa waspada serta berhati-hati dan menyemak kesahihan tawaran-tawaran seperti ini dengan menghubungi pihak kementerian atau jabatan berkaitan melalui saluran komunikasi rasmi
Positive,Ini membuktikan ahli dan penyokong masih melahirkan sokongan tidak berbelah bahagi buat parti ini dan bersemangat untuk berjuang pada PRU14 nanti
Positive,Orang ramai dinasihatkan agar sentiasa waspada serta berhati-hati dan menyemak kesahihan tawaran-tawaran seperti ini dengan menghubungi pihak kementerian atau jabatan berkaitan melalui saluran komunikasi rasmi
Negative,Dua keputusan Mahkamah Persekutuan baru-baru ini mengesahkan prinsip undang-undang dalam keistimewaan Parlimen dan ketidakadilan terhadap prosidingnya
Negative,kekal sama dari segi matlamat dan agenda setiap parti pembangkang yang berusaha untuk menjatuhkan kerajaan.
Positive,"Tapi sekarang setelah pokok ditebang dan ditanam semula, setiap peneroka dibayar RM1,300 sebulan pinjaman sara hidup."
Positive,Kami hantar barangan ke sana dengan kontena dan ia habis dengan begitu cepat sekali
Positive,"Institusi ini diharapkan mampu untuk mengimbangkan suasana sukar, sekiranya timbul dalam sistem demokrasi."
Positive,Amanah dan Bersatu digambarkan gagal memenangi hati pengundi Melayu luar bandar kerana perpecahan ini
Positive,"Semua orang Melayu undi sama setiap individu. Ada hak untuk undi sesiapa saja,"
Negative,Apa yang berlaku di bahagian dunia lain juga memberi kesan kepada Malaysia
Neutral,Jadi diplomat itu hadir atas kapasiti dan kedudukannya sebagai negara anggota PBB
Negative,"Ini langkah untuk menakut-nakutkan pemberi maklumat yang mahu mendedahkan penyalahgunaan kuasa, rasuah dan jenayah kolar putih lain"
Positive,Dia membawa anaknya untuk menganut Islam di Perlis
Positive,Masalahnya adalah Umno nak cari kemenangan kelirukan pengundi
Positive,"Kalau dulu masa mula-mula masuk Felda, kami diberi RM200 sebulan untuk pinjaman pendahuluan sara hidup sementara peneroka nak tunggu hasil."
Positive,Kadang-kala pasar tani boleh dijadikan destinasi persinggahan bersama keluarga dan kerana itu saya bukan sekadar mahu pasar tani berada dalam keadaan bersih dan tersusun tapi juga mempunyai kepelbagaian produk
Neutral,Keputusan rayuan saya akan diputuskan pada 1 Jun nanti jadi ada dua bulan lagi untuk sabitan melanggar Akta Rahsia Rasmi (OSA)
Neutral,"Setiap kali saya pergi ke mana sahaja, orang Melayu dan Cina akan tanya saya adakah benar catatan Facebook itu."
Neutral,Begitu juga dengan hal-hal lain
Negative,Himpunan ini dibuat oleh tentera upahan yang selama ini berada dalam Bersatu yang selama ini tidak mempunyai keikhlasan menumbangkan Umno.
Negative,"Kalau nak dikatakan berjuang untuk baiki negara, mereka jugalah diantara yang pernah meruntuhkan negara satu masa dulu."
Negative,Warga media juga terdedah kepada pelbagai situasi yang mungkin membahayakan keselamatan mereka semasa membuat liputan sepanjang kempen PRU-14.
Negative,Model bisnes yang pengurusan Proton laksanakan sebelum ini masih tidak ada pulangan
Negative,"Saya perasan beberapa projek dilaksanakan di tempat yang salah, dan harganya bagi saya bukan betul-betul murah"
Neutral,"Telah disebut tadi embargo sehingga Rabu, biar disitu dulu. "
Positive,"Janganlah kita sibuk meletakkan kesalahan terhadap aspek pemakaian wanita, sebaliknya berganding bahu memberikan penyelesaian bersifat menyeluruh dan tuntas"
Negative,"Pakatan pembangkang jika berpeluang mentadbir negara, pasti akan menjadi kerajaan yang akan membalas dendam"
Negative,"Dong Zong mengharapkan sesuatu yang belum tentu, barang yang tersedia hendak dilepaskan"
Positive,Pelajar perlu rebut peluang ada dan NGO Antarabangsa akan mempertimbangkan menaja mereka yang berjaya
Neutral,"Oleh itu, siasatan perlu diteliti di setiap sudut"
Negative,"Walaupun tindakan ini membawa hasil yang positif, ia masih tidak berjaya menangani kemerosotan jualan dan penguasaan pasaran di Malaysia serta seberang laut."
Positive,Permintaan untuk eksport ketum ini sangat tinggi.
Positive,"Bagaimanapun, Rang Undang-undang ini sama sekali tidak menyekat hak kebebasan bersuara rakyat sebagai mana yang diperuntukkan di bawah Perlembagaan Persekutuan"
Negative,Sekarang ini kalau pergi hospital ubat kena bayar sendiri.
Positive,"Justeru, kemudahan seperti ramp (tanjakan) dan tandas bergerak perlu disediakan untuk kemudahan mereka."
Positive,"Satu, barang-barang keperluan asas di mana kerajaan akan mengawal harganya seperti beras, tepung, gula, minyak masak dan gas memasak"
Positive,"Akses bebas tarif ke pasaran serantau, kos operasi rendah dan insentif cukai adalah antara tawaran menarik yang menarik pelabur-pelabur ini"
Negative,"(Tuduhan) Melayu akan hilang, azan tak berkumandang (dan seumpamanya)."
Positive,Saya mengesyorkan supaya teknologi CMA ini digunapakai secara meluas di seluruh negara dan menawarkan daerah Bagan Datuk sebagai daerah pertama menggunakan CMA secara berskala besar walaupun daerah Segamat menjadi projek perintis
Negative,"Resolusi itu memberi kesan besar terhadap Malaysia, bukan sahaja dari segi ekonomi, malah terhadap pendapatan pekebun kecil kelapa sawit yang bergantung kepada penjualan hasil eksport berkenaan"
Positive,Pagi tadi saya dapat teks daripada (Menteri di Jabatan Perdana) Datuk Seri Rahman Dahlan yang menyatakan Aramco bersetuju untuk melabur US$7 bilion di Malaysia sebelum 31 Mac ini
Negative,"Apabila kita membuat fitnah menerusi laman sosial, ia akan memberi impak negatif kepada penama malah keturunan penama"
Positive,Saya secara konsisten menyatakan hasrat ingin menjadi ketua bahagian dan mengekalkan jawatan ini selepas pilihan raya akan datang.
Positive,"Sekarang, kita bukan sahaja dapat anjur program komuniti malah menganjurkan ceramah politik"
Neutral,"Pada PRU-14 nanti, semua parti tidak boleh tubuh kerajaan dan ketika inj PAS akan berperanan sebagai 'king maker'"
Neutral,"Kalau kata saya nak jadi calon, jauh sekali, sebab saya tahu kemampuan saya"
Positive,Ikut prosedur.
Positive,"Walaupun sudah bersara pada tahun 2014 lalu, saya tetap meneruskan perjuangan untuk menjaga keselamatan, khususnya di Tanjung Labian"
Negative,"Kami hormat speaker, tapi secara jujurnya percaya bahawa beliau ditekan hebat oleh  kerajaan BN yang ingin menutup perkara ini. "
Positive,"Kita tidak meminta kerajaan pusat untuk hulur sumbangan RM 700 seperti yang disumbangkan oleh Kerajaan Pulau Pinang, cukup sekadar menyamai jumlah yang diberi kepada maangsa banjir di negeri lain seperti dijanjikan perdana menteri"
Negative,"Tidak ada apa yang patut dibanggakan oleh perdana menteri kita, yang pernah dilabel sebagai menteri kewangan paling buruk di Asia pada tahun 2015, kerana peningkatan kecil dalam nilai ringgit sejak beberapa bulan kebelakangan ini"
Positive,"Kita tidak boleh kata kos sara hidup itu naik semata-mata tentang satu harga barang sahaja, sebab kalau ikutkan barang juga terbahagi kepada beberapa faktor"
Neutral,Kita akan lihat semula melalui apa saja dapatan daripada resolusi Majlis Perundingan Islam (MPI) ini bagi pewujudan Suruhanjaya Pendidikan Malaysia.
Negative,Saluran apakah yang saya ada untuk mencari keadilan jika mahkamah tidak mahu mendengar tuntutan itu?
Negative,Kononnya nak fokus pada pilihan raya umum tapi sampai sekarang tak buat lagi.
Positive,Selain itu KR1M 2.0 juga menawarkan harga yang kompetitif bagi 50 stock keeping unit (SKU)  produk berjenama dengan menggunakan bungkusan yang sama bagi produk berkenaan
Neutral,Fail itu masih berada dalam talian sekarang
Positive,"Melalui cara ini, ia akan memberi kesedaran kepada pembeli betapa bahayanya beg plastik yang menjadi penyebab pencemaran alam sekitar."
Negative,"Kita tidak sampai ke punca masalah itu, penyakit sebenar"
Neutral,Ia sangat bergantung kepada keadaan pasaran semasa
Negative,"Malangnya Pas telah memilih untuk mengasingkan diri dari pakatan pembangkang, akibatnya mereka mula terasa kesunyian dan bimbang akan terus terpinggir"
Positive,amalan pembangkang perlu dilihat secara sihat sebagai satu teguran untuk memperbaiki segala macam kelemahan yang ada.
